entry	symbol	decompile_status	decompile_file	file_present	evidence_class	research_status	next_action	textual_callers_count	textual_callers	textual_callees_count	textual_callees	source_cpp_h_references	callgraph_basis	ghidra_catalog_present	ghidra_calling_convention	ghidra_signature	ghidra_body_min	ghidra_body_max	ghidra_body_address_count	ghidra_is_thunk	ghidra_thunk_target	ghidra_direct_callers_count	ghidra_direct_callers	ghidra_direct_callees_count	ghidra_direct_callees	ghidra_incoming_ref_count	ghidra_incoming_flow_refs	ghidra_incoming_data_refs	ghidra_incoming_other_refs
00545838	FUN_00545838	ok	00545838_FUN_00545838.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_004D0150;FUN_0053EA45	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00545838(void)	00545838	005458CD	150	false		0		2	004D0150:FUN_004d0150;0053EA45:FUN_0053ea45	1	0	1	0
005458CE	FUN_005458ce	ok	005458ce_FUN_005458ce.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_0053E47D	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005458ce(void)	005458CE	00545962	149	false		0		2	0053E47D:FUN_0053e47d;0058F1F0:__ftol	1	0	1	0
00545963	FUN_00545963	ok	00545963_FUN_00545963.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_00431159;FUN_004BAF10	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00545963(void)	00545963	00546006	1700	false		0		3	00431159:FUN_00431159;004BAF10:FUN_004baf10;0058F0CA:operator_new	1	0	1	0
00546007	FUN_00546007	ok	00546007_FUN_00546007.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		6	FUN_00430F10;FUN_004B925C;FUN_004B9A4B;FUN_00561A5B;FUN_0056239D;FUN_00562821	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00546007(void)	00546007	005469D6	2512	false		0		7	00430F10:FUN_00430f10;004B925C:FUN_004b925c;004B9A4B:FUN_004b9a4b;00561A68:thunk_FUN_00561a5b;005623CB:thunk_FUN_0056239d;0056284F:thunk_FUN_00562821;0058F1F0:__ftol	1	0	1	0
005469D7	FUN_005469d7	ok	005469d7_FUN_005469d7.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_00423B00	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005469d7(void)	005469D7	00546DD9	1027	false		0		2	00423B00:FUN_00423b00;0058F1F0:__ftol	1	0	1	0
00546DDA	FUN_00546dda	ok	00546dda_FUN_00546dda.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_005396DC	1	FUN_00423B00	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00546dda(void)	00546DDA	00546E93	186	false		1	005396DC:FUN_005396dc	3	00423B00:FUN_00423b00;0058F1F0:__ftol;EXTERNAL:00000080:PtInRect	1	1	0	0
00546E94	FUN_00546e94	ok	00546e94_FUN_00546e94.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		5	FUN_00430F10;FUN_00430F50;FUN_004B3A50;FUN_00547240;FUN_005649C7	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00546e94(void)	00546E94	00547204	881	false		0		5	00430F10:FUN_00430f10;00430F50:FUN_00430f50;004B3A50:FUN_004b3a50;00547240:FUN_00547240;005649C7:FUN_005649c7	0	0	0	0
00547210	FUN_00547210	ok	00547210_FUN_00547210.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_005457A4;FUN_0058EA3A	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00547210(void)	00547210	0054723D	46	false		0		2	005457A4:FUN_005457a4;0058EA3A:FUN_0058ea3a	1	0	1	0
00547240	FUN_00547240	ok	00547240_FUN_00547240.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00546E94	1	FUN_00430F50	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00547240(void)	00547240	0054728B	76	false		1	00546E94:FUN_00546e94	1	00430F50:FUN_00430f50	2	2	0	0
00547290	FUN_00547290	ok	00547290_FUN_00547290.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00541065	2	FUN_00430F10;FUN_0053E1D2	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00547290(void)	00547290	00547360	209	false		1	00541065:FUN_00541065	3	00430F10:FUN_00430f10;0053E1D2:FUN_0053e1d2;0058F020:_memset	1	1	0	0
00547361	FUN_00547361	ok	00547361_FUN_00547361.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00547860	1	FUN_0053E26B	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00547361(void)	00547361	0054737C	28	false		1	00547860:FUN_00547860	1	0053E26B:FUN_0053e26b	1	1	0	0
0054737D	FUN_0054737d	ok	0054737d_FUN_0054737d.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_004BD420;FUN_004BE7B1	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054737d(void)	0054737D	00547433	183	false		0		3	004BD420:FUN_004bd420;004BE7B1:FUN_004be7b1;0058F0CA:operator_new	1	0	1	0
00547434	FUN_00547434	ok	00547434_FUN_00547434.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_0040BD30;FUN_0053E435	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00547434(void)	00547434	00547469	54	false		0		2	0040BD30:FUN_0040bd30;0053E435:FUN_0053e435	1	0	1	0
0054746A	FUN_0054746a	ok	0054746a_FUN_0054746a.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_004BE1A3	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054746a(void)	0054746A	005474C0	87	false		0		1	004BE1A3:FUN_004be1a3	1	0	1	0
005474C1	FUN_005474c1	ok	005474c1_FUN_005474c1.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_004BE1EF;FUN_0053FA66	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005474c1(void)	005474C1	0054757D	189	false		0		2	004BE1EF:FUN_004be1ef;0053FA66:FUN_0053fa66	1	0	1	0
0054757E	FUN_0054757e	ok	0054757e_FUN_0054757e.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_004BDA22	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054757e(void)	0054757E	005476D6	345	false		0		2	004BDA22:FUN_004bda22;0058F020:_memset	1	0	1	0
005476D7	FUN_005476d7	ok	005476d7_FUN_005476d7.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_004BD420;FUN_004BE7B1	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005476d7(void)	005476D7	0054778A	180	false		0		3	004BD420:FUN_004bd420;004BE7B1:FUN_004be7b1;0058F0CA:operator_new	1	0	1	0
0054778B	FUN_0054778b	ok	0054778b_FUN_0054778b.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_004BE10C	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054778b(void)	0054778B	005477A9	31	false		0		1	004BE10C:FUN_004be10c	1	0	1	0
005477AA	FUN_005477aa	ok	005477aa_FUN_005477aa.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		3	FUN_0040BD30;FUN_00493C30;FUN_00493C60	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005477aa(void)	005477AA	0054785A	177	false		0		3	0040BD30:FUN_0040bd30;00493C30:FUN_00493c30;00493C60:FUN_00493c60	0	0	0	0
00547860	FUN_00547860	ok	00547860_FUN_00547860.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_00547361;FUN_0058EA3A	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00547860(void)	00547860	0054788D	46	false		0		2	00547361:FUN_00547361;0058EA3A:FUN_0058ea3a	1	0	1	0
00547890	FUN_00547890	ok	00547890_FUN_00547890.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	4	FUN_00432181;FUN_00435B13;FUN_0049F0E7;FUN_004A8F14	8	FUN_00430F50;FUN_004310A0;FUN_004C8C60;FUN_004C92E9;FUN_004D3CD0;FUN_0053E1D2;FUN_00549D20;FUN_00590340	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00547890(void)	00547890	00547DFB	1388	false		4	00432181:FUN_00432181;00435B13:FUN_00435b13;0049F0E7:FUN_0049f0e7;004A8F14:FUN_004a8f14	7	00430F50:FUN_00430f50;004310A0:FUN_004310a0;004C8C60:FUN_004c8c60;004D3CD0:FUN_004d3cd0;0053E1D2:FUN_0053e1d2;005900CE:_rand;00590340:FUN_00590340	4	4	0	0
00547DFC	FUN_00547dfc	ok	00547dfc_FUN_00547dfc.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00549CF0	3	FUN_004C92E9;FUN_0053E26B;FUN_005903C2	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00547dfc(void)	00547DFC	00547E7E	131	false		1	00549CF0:FUN_00549cf0	2	0053E26B:FUN_0053e26b;005903C2:FUN_005903c2	1	1	0	0
00547E7F	FUN_00547e7f	ok	00547e7f_FUN_00547e7f.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00547e7f(void)	00547E7F	00547E89	11	false		0		0		1	0	1	0
00547E8A	FUN_00547e8a	ok	00547e8a_FUN_00547e8a.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		7	FUN_00430F10;FUN_004B14FD;FUN_004B925C;FUN_00561A5B;FUN_0056230D;FUN_0056239D;FUN_00562821	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00547e8a(void)	00547E8A	005484D0	1607	false		0		8	00430F10:FUN_00430f10;004B14FD:FUN_004b14fd;004B925C:FUN_004b925c;00561A68:thunk_FUN_00561a5b;0056233B:thunk_FUN_0056230d;005623CB:thunk_FUN_0056239d;0056284F:thunk_FUN_00562821;0058F020:_memset	1	0	1	0
005484D1	FUN_005484d1	ok	005484d1_FUN_005484d1.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		5	FUN_0040BD30;FUN_00430F20;FUN_004310A0;FUN_004B14FD;FUN_00549BBF	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005484d1(void)	005484D1	00549BBE	5870	false		0		7	0040BD30:FUN_0040bd30;00430F20:FUN_00430f20;00431070:CSimpleArray<>;004310A0:FUN_004310a0;004B14FD:FUN_004b14fd;00549BBF:FUN_00549bbf;0058F1F0:__ftol	1	0	1	0
00549BBF	FUN_00549bbf	ok	00549bbf_FUN_00549bbf.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	8	FUN_00432181;FUN_00432959;FUN_00432D52;FUN_004776C3;FUN_004819D5;FUN_0049F0E7;FUN_004A8F14;FUN_005484D1	1	FUN_004B14FD	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00549bbf(void)	00549BBF	00549CE1	291	false		8	00432181:FUN_00432181;00432959:FUN_00432959;00432D52:FUN_00432d52;004776C3:FUN_004776c3;004819D5:FUN_004819d5;0049F0E7:FUN_0049f0e7;004A8F14:FUN_004a8f14;005484D1:FUN_005484d1	1	004B14FD:FUN_004b14fd	22	22	0	0
00549CF0	FUN_00549cf0	ok	00549cf0_FUN_00549cf0.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_00547DFC;FUN_0058EA3A	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00549cf0(void)	00549CF0	00549D1D	46	false		0		2	00547DFC:FUN_00547dfc;0058EA3A:FUN_0058ea3a	1	0	1	0
00549D20	FUN_00549d20	ok	00549d20_FUN_00549d20.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00547890	1	FUN_004C8F70	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00549d20(void)	00549D20	00549D51	50	false		0		1	004C8F70:FUN_004c8f70	2	0	2	0
00549D60	FUN_00549d60	ok	00549d60_FUN_00549d60.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00541065	2	FUN_0053E1D2;FUN_00549DD6	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00549d60(void)	00549D60	00549DB9	90	false		1	00541065:FUN_00541065	2	0053E1D2:FUN_0053e1d2;00549DD6:FUN_00549dd6	1	1	0	0
00549DBA	FUN_00549dba	ok	00549dba_FUN_00549dba.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0054A9B0	1	FUN_0053E26B	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00549dba(void)	00549DBA	00549DD5	28	false		1	0054A9B0:FUN_0054a9b0	1	0053E26B:FUN_0053e26b	1	1	0	0
00549DD6	FUN_00549dd6	ok	00549dd6_FUN_00549dd6.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_00549D60;FUN_0054A0F0	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00549dd6(void)	00549DD6	00549FC7	498	false		2	00549D60:FUN_00549d60;0054A0F0:FUN_0054a0f0	1	0058F020:_memset	4	4	0	0
00549FC8	FUN_00549fc8	ok	00549fc8_FUN_00549fc8.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_004BD420;FUN_004BE7B1	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00549fc8(void)	00549FC8	0054A096	207	false		0		3	004BD420:FUN_004bd420;004BE7B1:FUN_004be7b1;0058F0CA:operator_new	1	0	1	0
0054A097	FUN_0054a097	ok	0054a097_FUN_0054a097.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		3	FUN_00430F20;FUN_0049DA58;FUN_0053E47D	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054a097(void)	0054A097	0054A0EF	89	false		0		3	00430F20:FUN_00430f20;0049DA58:FUN_0049da58;0053E47D:FUN_0053e47d	1	0	1	0
0054A0F0	FUN_0054a0f0	ok	0054a0f0_FUN_0054a0f0.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		3	FUN_00493D20;FUN_004BE1EF;FUN_00549DD6	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054a0f0(void)	0054A0F0	0054A46C	893	false		0		3	00493D20:FUN_00493d20;004BE1EF:FUN_004be1ef;00549DD6:FUN_00549dd6	1	0	1	0
0054A46D	FUN_0054a46d	ok	0054a46d_FUN_0054a46d.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		6	FUN_00430F50;FUN_004310A0;FUN_0049CB58;FUN_004BDA22;FUN_004C8F70;FUN_0054AC09	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054a46d(void)	0054A46D	0054A8B5	1097	false		0		8	00430F50:FUN_00430f50;004310A0:FUN_004310a0;0049CB58:FUN_0049cb58;004BDA22:FUN_004bda22;004C8F70:FUN_004c8f70;0054AC09:FUN_0054ac09;0058F0CA:operator_new;005900CE:_rand	1	0	1	0
0054A8B6	FUN_0054a8b6	ok	0054a8b6_FUN_0054a8b6.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_004BD420;FUN_004BE7B1	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054a8b6(void)	0054A8B6	0054A969	180	false		0		3	004BD420:FUN_004bd420;004BE7B1:FUN_004be7b1;0058F0CA:operator_new	1	0	1	0
0054A96A	FUN_0054a96a	ok	0054a96a_FUN_0054a96a.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_004BE10C	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054a96a(void)	0054A96A	0054A988	31	false		0		1	004BE10C:FUN_004be10c	1	0	1	0
0054A989	FUN_0054a989	ok	0054a989_FUN_0054a989.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_004BD906	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054a989(void)	0054A989	0054A9AD	37	false		0		1	004BD906:FUN_004bd906	1	0	1	0
0054A9B0	FUN_0054a9b0	ok	0054a9b0_FUN_0054a9b0.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_00549DBA;FUN_0058EA3A	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054a9b0(void)	0054A9B0	0054A9DD	46	false		0		2	00549DBA:FUN_00549dba;0058EA3A:FUN_0058ea3a	1	0	1	0
0054A9E0	FUN_0054a9e0	ok	0054a9e0_FUN_0054a9e0.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	17	FUN_0040104C;FUN_0040C2CD;FUN_00422930;FUN_00435B13;FUN_00493E70;FUN_0049F0E7;FUN_004B1EA9;FUN_004C5CC0;FUN_004C8CE0;FUN_004D01B0;FUN_004DC960;FUN_004EEF50;FUN_004EF840;FUN_00532390;FUN_0053D710;FUN_0053E1D2;FUN_00540EA3	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054a9e0(void)	0054A9E0	0054AA44	101	false		17	0040104C:FUN_0040104c;0040C2CD:FUN_0040c2cd;00422930:FUN_00422930;00435B13:FUN_00435b13;00493E70:FUN_00493e70;0049F0E7:FUN_0049f0e7;004B1EA9:FUN_004b1ea9;004C5CC0:FUN_004c5cc0;004C8CE0:FUN_004c8ce0;004D01B0:FUN_004d01b0;004DC960:FUN_004dc960;004EEF50:FUN_004eef50;004EF840:FUN_004ef840;00532390:FUN_00532390;0053D710:FUN_0053d710;0053E1D2:FUN_0053e1d2;00540EA3:FUN_00540ea3	0		23	23	0	0
0054AA45	FUN_0054aa45	ok	0054aa45_FUN_0054aa45.c	true	FLOW_SHEET	LOCATED	complete-ghidra-flow	34	FUN_00401152;FUN_0040C46F;FUN_00422FDD;FUN_00494C00;FUN_004C64A7;FUN_004C8D6C;FUN_004D0497;FUN_004DCB67;FUN_004EF03B;FUN_004EF8C4;FUN_0053274F;FUN_0053D86B;FUN_0053E26B;FUN_00540FB4;FUN_0054AE10;FUN_0059EDD0;FUN_0059EDF9;FUN_0059EFA0;FUN_0059EFC2;FUN_0059FF10;FUN_0059FFD1;FUN_005A06F0;FUN_005A07E0;FUN_005A0920;FUN_005A0CC0;FUN_005A15C0;FUN_005A15E0;FUN_005A2590;FUN_005A2680;FUN_005A2693;FUN_005A26B0;FUN_005A26C3;FUN_005A26D6;FUN_005A26F4	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054aa45(void)	0054AA45	0054AB29	229	false		34	00401152:FUN_00401152;0040C46F:FUN_0040c46f;00422FDD:~COleResizeBar;00494C00:FUN_00494c00;004C64A7:FUN_004c64a7;004C8D6C:FUN_004c8d6c;004D0497:FUN_004d0497;004DCB67:FUN_004dcb67;004EF03B:FUN_004ef03b;004EF8C4:FUN_004ef8c4;0053274F:FUN_0053274f;0053D86B:FUN_0053d86b;0053E26B:FUN_0053e26b;00540FB4:FUN_00540fb4;0054AE10:FUN_0054ae10;0059EDD0:Unwind@0059edd0;0059EDF9:Unwind@0059edf9;0059EFA0:Unwind@0059efa0;0059EFC2:Unwind@0059efc2;0059FF10:Unwind@0059ff10;0059FFD1:Unwind@0059ffd1;005A06F0:Unwind@005a06f0;005A07E0:Unwind@005a07e0;005A0920:Unwind@005a0920;005A0CC0:Unwind@005a0cc0;005A15C0:Unwind@005a15c0;005A15E0:Unwind@005a15e0;005A2590:Unwind@005a2590;005A2680:Unwind@005a2680;005A2693:Unwind@005a2693;005A26B0:Unwind@005a26b0;005A26C3:Unwind@005a26c3;005A26D6:Unwind@005a26d6;005A26F4:Unwind@005a26f4	0		34	34	0	0
0054AB2A	FUN_0054ab2a	ok	0054ab2a_FUN_0054ab2a.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0049889A	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054ab2a(void)	0054AB2A	0054AB38	15	false		1	0049889A:FUN_0049889a	0		70	1	69	0
0054AB39	FUN_0054ab39	ok	0054ab39_FUN_0054ab39.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0049AB73	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054ab39(void)	0054AB39	0054AB47	15	false		1	0049AB73:FUN_0049ab73	0		70	1	69	0
0054AB48	FUN_0054ab48	ok	0054ab48_FUN_0054ab48.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0049ABDE	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054ab48(void)	0054AB48	0054AB56	15	false		1	0049ABDE:FUN_0049abde	0		70	1	69	0
0054AB57	FUN_0054ab57	ok	0054ab57_FUN_0054ab57.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0049AC31	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054ab57(void)	0054AB57	0054AB65	15	false		1	0049AC31:FUN_0049ac31	0		70	1	69	0
0054AB66	FUN_0054ab66	ok	0054ab66_FUN_0054ab66.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_0049AC84;FUN_0051BA48	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054ab66(void)	0054AB66	0054AB74	15	false		2	0049AC84:FUN_0049ac84;0051BA48:FUN_0051ba48	0		70	2	68	0
0054AB75	FUN_0054ab75	ok	0054ab75_FUN_0054ab75.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054ab75(void)	0054AB75	0054AB83	15	false		0		0		96	0	96	0
0054AB84	FUN_0054ab84	ok	0054ab84_FUN_0054ab84.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054ab84(void)	0054AB84	0054AB92	15	false		0		0		96	0	96	0
0054AB93	FUN_0054ab93	ok	0054ab93_FUN_0054ab93.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054ab93(void)	0054AB93	0054ABA4	18	false		0		0		24	0	24	0
0054ABA5	FUN_0054aba5	ok	0054aba5_FUN_0054aba5.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054aba5(void)	0054ABA5	0054ABB4	16	false		0		0		32	0	32	0
0054ABB5	FUN_0054abb5	ok	0054abb5_FUN_0054abb5.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054abb5(void)	0054ABB5	0054ABBF	11	false		0		0		86	0	86	0
0054ABC0	FUN_0054abc0	ok	0054abc0_FUN_0054abc0.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054abc0(void)	0054ABC0	0054ABCA	11	false		0		0		88	0	88	0
0054ABCB	FUN_0054abcb	ok	0054abcb_FUN_0054abcb.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054abcb(void)	0054ABCB	0054ABD5	11	false		0		0		96	0	96	0
0054ABD6	FUN_0054abd6	ok	0054abd6_FUN_0054abd6.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054abd6(void)	0054ABD6	0054ABE2	13	false		0		0		96	0	96	0
0054ABE3	FUN_0054abe3	ok	0054abe3_FUN_0054abe3.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0054abe3(void)	0054ABE3	0054AC08	38	false		1	0054ABE3:FUN_0054abe3	1	0054ABE3:FUN_0054abe3	1	1	0	0
