entry	symbol	decompile_status	decompile_file	file_present	evidence_class	research_status	next_action	textual_callers_count	textual_callers	textual_callees_count	textual_callees	source_cpp_h_references	callgraph_basis	ghidra_catalog_present	ghidra_calling_convention	ghidra_signature	ghidra_body_min	ghidra_body_max	ghidra_body_address_count	ghidra_is_thunk	ghidra_thunk_target	ghidra_direct_callers_count	ghidra_direct_callers	ghidra_direct_callees_count	ghidra_direct_callees	ghidra_incoming_ref_count	ghidra_incoming_flow_refs	ghidra_incoming_data_refs	ghidra_incoming_other_refs
00404DD8	FUN_00404dd8	ok	00404dd8_FUN_00404dd8.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_00401000;FUN_00401726	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00404dd8(void)	00404DD8	00404EB0	217	false		0		2	00401000:FUN_00401000;00401726:FUN_00401726	1	0	1	0
00404EB1	FUN_00404eb1	ok	00404eb1_FUN_00404eb1.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00404eb1(void)	00404EB1	00404F53	163	false		0		0		1	0	1	0
00404F54	FUN_00404f54	ok	00404f54_FUN_00404f54.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00404f54(void)	00404F54	0040503B	232	false		0		0		1	0	1	0
0040503C	FUN_0040503c	ok	0040503c_FUN_0040503c.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_0040C060	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040503c(void)	0040503C	00405064	41	false		0		1	0040C060:FUN_0040c060	1	0	1	0
00405065	FUN_00405065	ok	00405065_FUN_00405065.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	6	FUN_004072F2;FUN_004077CE;FUN_00494FA4;FUN_004974EC;FUN_004F7EA6;FUN_004FF400	4	FUN_00401466;FUN_004054F2;FUN_0040BEA0;FUN_004B8C45	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00405065(void)	00405065	004052E2	638	false		6	004072F2:FUN_004072f2;004077CE:FUN_004077ce;00494FA4:FUN_00494fa4;004974EC:FUN_004974ec;004F7EA6:FUN_004f7ea6;004FF400:FUN_004ff400	4	00401466:FUN_00401466;004054F2:FUN_004054f2;0040BEA0:FUN_0040bea0;004B8C45:FUN_004b8c45	10	10	0	0
004052E3	FUN_004052e3	ok	004052e3_FUN_004052e3.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040BAF0	3	FUN_0040151A;FUN_00405376;FUN_0040C1B0	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004052e3(void)	004052E3	00405375	147	false		1	0040BAF0:FUN_0040baf0	3	0040151A:FUN_0040151a;00405376:FUN_00405376;0040C1B0:FUN_0040c1b0	1	1	0	0
00405376	FUN_00405376	ok	00405376_FUN_00405376.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_004052E3	1	FUN_004B8C45	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00405376(void)	00405376	0040544E	217	false		1	004052E3:FUN_004052e3	2	004B8C45:FUN_004b8c45;0058F1F0:__ftol	2	1	1	0
0040544F	FUN_0040544f	ok	0040544f_FUN_0040544f.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040544f(void)	0040544F	00405495	71	false		0		0		1	0	1	0
00405496	FUN_00405496	ok	00405496_FUN_00405496.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00405496(void)	00405496	004054C9	52	false		0		0		1	0	1	0
004054CA	FUN_004054ca	ok	004054ca_FUN_004054ca.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004054ca(void)	004054CA	004054DD	20	false		0		0		1	0	1	0
004054DE	FUN_004054de	ok	004054de_FUN_004054de.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004054de(void)	004054DE	004054F1	20	false		0		0		1	0	1	0
004054F2	FUN_004054f2	ok	004054f2_FUN_004054f2.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00405065	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004054f2(void)	004054F2	004055C0	207	false		1	00405065:FUN_00405065	0		2	1	1	0
004055C1	FUN_004055c1	ok	004055c1_FUN_004055c1.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		3	FUN_00401637;FUN_0040C26D;FUN_004B8C45	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004055c1(void)	004055C1	0040586E	686	false		0		4	00401637:FUN_00401637;0040C26D:FUN_0040c26d;004B8C45:FUN_004b8c45;0058F1F0:__ftol	1	0	1	0
0040586F	FUN_0040586f	ok	0040586f_FUN_0040586f.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_004087C4	5	FUN_0040104C;FUN_00401466;FUN_004062A7;FUN_0040BAD0;FUN_0054AC09	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040586f(void)	0040586F	0040621C	2478	false		1	004087C4:FUN_004087c4	7	0040104C:FUN_0040104c;00401466:FUN_00401466;004062A7:FUN_004062a7;0040BAD0:FUN_0040bad0;0054AC09:FUN_0054ac09;0058F0CA:operator_new;0058F1F0:__ftol	2	2	0	0
0040621D	FUN_0040621d	ok	0040621d_FUN_0040621d.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040BB20	1	FUN_00401152	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040621d(void)	0040621D	00406242	38	false		1	0040BB20:FUN_0040bb20	1	00401152:FUN_00401152	1	1	0	0
00406243	FUN_00406243	ok	00406243_FUN_00406243.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406243(void)	00406243	00406263	33	false		0		0		1	0	1	0
00406264	FUN_00406264	ok	00406264_FUN_00406264.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406264(void)	00406264	00406274	17	false		0		0		1	0	1	0
00406275	FUN_00406275	ok	00406275_FUN_00406275.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406275(void)	00406275	00406295	33	false		0		0		1	0	1	0
00406296	FUN_00406296	ok	00406296_FUN_00406296.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406296(void)	00406296	004062A6	17	false		0		0		1	0	1	0
004062A7	FUN_004062a7	ok	004062a7_FUN_004062a7.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040586F	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004062a7(void)	004062A7	004063A4	254	false		1	0040586F:FUN_0040586f	1	0058F1F0:__ftol	2	1	1	0
004063A5	FUN_004063a5	ok	004063a5_FUN_004063a5.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_00401275	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004063a5(void)	004063A5	00406463	191	false		0		2	00401275:FUN_00401275;0058F1F0:__ftol	1	0	1	0
00406464	FUN_00406464	ok	00406464_FUN_00406464.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406464(void)	00406464	00406470	13	false		0		0		1	0	1	0
00406471	FUN_00406471	ok	00406471_FUN_00406471.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406471(void)	00406471	004064DD	109	false		0		0		1	0	1	0
004064DE	FUN_004064de	ok	004064de_FUN_004064de.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004064de(void)	004064DE	00406559	124	false		0		0		1	0	1	0
0040655A	FUN_0040655a	ok	0040655a_FUN_0040655a.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040655a(void)	0040655A	0040656B	18	false		0		0		1	0	1	0
0040656C	FUN_0040656c	ok	0040656c_FUN_0040656c.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_00401000;FUN_004011EB	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040656c(void)	0040656C	004067E8	637	false		0		3	00401000:FUN_00401000;004011EB:FUN_004011eb;0058F1F0:__ftol	1	0	1	0
004067E9	FUN_004067e9	ok	004067e9_FUN_004067e9.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	3	FUN_00408BED;FUN_00494FA4;FUN_004974EC	2	FUN_00401D03;FUN_0054FC81	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004067e9(void)	004067E9	00406969	385	false		3	00408BED:FUN_00408bed;00494FA4:FUN_00494fa4;004974EC:FUN_004974ec	5	00401D03:FUN_00401d03;0054FC81:FUN_0054fc81;0058EF90:_strcmp;0058F0F0:_strncpy;EXTERNAL:00000057:lstrlenA	3	3	0	0
0040696A	FUN_0040696a	ok	0040696a_FUN_0040696a.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040BB50	1	FUN_00401F85	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040696a(void)	0040696A	00406985	28	false		1	0040BB50:FUN_0040bb50	1	00401F85:FUN_00401f85	1	1	0	0
00406986	FUN_00406986	ok	00406986_FUN_00406986.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406986(void)	00406986	00406A2C	167	false		0		3	0058F020:_memset;0058F0F0:_strncpy;EXTERNAL:00000057:lstrlenA	1	0	1	0
00406A2D	FUN_00406a2d	ok	00406a2d_FUN_00406a2d.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406a2d(void)	00406A2D	00406A3F	19	false		0		0		1	0	1	0
00406A40	FUN_00406a40	ok	00406a40_FUN_00406a40.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_00401000;FUN_0040BF90	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406a40(void)	00406A40	00406AE3	164	false		0		2	00401000:FUN_00401000;0040BF90:FUN_0040bf90	1	0	1	0
00406AE4	FUN_00406ae4	ok	00406ae4_FUN_00406ae4.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406ae4(void)	00406AE4	00406BB7	212	false		0		0		1	0	1	0
00406BB8	FUN_00406bb8	ok	00406bb8_FUN_00406bb8.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406bb8(void)	00406BB8	00406BD6	31	false		0		0		1	0	1	0
00406BD7	FUN_00406bd7	ok	00406bd7_FUN_00406bd7.c	true	PARITY_STATIC_EVIDENCE	STATICALLY_EVIDENCED	complete-ghidra-flow	0		1	FUN_00421A90	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406bd7(void)	00406BD7	00406EC7	753	false		0		3	00421A90:FUN_00421a90;EXTERNAL:00000057:lstrlenA;EXTERNAL:00000090:CharPrevA	1	0	1	0
00406EC8	FUN_00406ec8	ok	00406ec8_FUN_00406ec8.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_004AEA2C	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406ec8(void)	00406EC8	00406F5D	150	false		0		1	004AEA2C:FUN_004aea2c	1	0	1	0
00406F5E	FUN_00406f5e	ok	00406f5e_FUN_00406f5e.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_0040BFB0	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406f5e(void)	00406F5E	00406FAC	79	false		0		2	0040BFB0:FUN_0040bfb0;0058F0F0:_strncpy	1	0	1	0
00406FAD	FUN_00406fad	ok	00406fad_FUN_00406fad.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		3	FUN_00421B8F;FUN_0058EE20;FUN_0058EE30	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00406fad(void)	00406FAD	0040707C	208	false		0		4	00421B8F:FUN_00421b8f;0058EE20:FUN_0058ee20;0058EE30:FUN_0058ee30;0058EF10:_strlen	1	0	1	0
0040707D	FUN_0040707d	ok	0040707d_FUN_0040707d.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_0040268C;FUN_00421B8F	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040707d(void)	0040707D	004071EC	368	false		0		3	0040268C:FUN_0040268c;00421B8F:FUN_00421b8f;0058EF10:_strlen	1	0	1	0
004071ED	FUN_004071ed	ok	004071ed_FUN_004071ed.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004071ed(void)	004071ED	00407202	22	false		0		0		1	0	1	0
00407203	FUN_00407203	ok	00407203_FUN_00407203.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	32	FUN_004072F2;FUN_004077CE;FUN_00407D62;FUN_00409563;FUN_00410A91;FUN_0041EF0F;FUN_00435B13;FUN_00441823;FUN_00442DD0;FUN_00455D02;FUN_00456589;FUN_004595EC;FUN_004640E5;FUN_004662C5;FUN_004735BA;FUN_0047461C;FUN_004776C3;FUN_0047FCD7;FUN_0048150A;FUN_00481DD6;FUN_00481FF3;FUN_004825FC;FUN_004883BF;FUN_00493AA1;FUN_0049889A;FUN_0049E2EF;FUN_0049E50F;FUN_0049E77B;FUN_004A8F14;FUN_0052B97D;FUN_0052D060;FUN_0052D2C8	1	FUN_00401D03	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00407203(void)	00407203	00407264	98	false		32	004072F2:FUN_004072f2;004077CE:FUN_004077ce;00407D62:FUN_00407d62;00409563:FUN_00409563;00410A91:FUN_00410a91;0041EF0F:FUN_0041ef0f;00435B13:FUN_00435b13;00441823:FUN_00441823;00442DD0:FUN_00442dd0;00455D02:FUN_00455d02;00456589:FUN_00456589;004595EC:FUN_004595ec;004640E5:FUN_004640e5;004662C5:FUN_004662c5;004735BA:FUN_004735ba;0047461C:FUN_0047461c;004776C3:FUN_004776c3;0047FCD7:FUN_0047fcd7;0048150A:FUN_0048150a;00481DD6:FUN_00481dd6;00481FF3:FUN_00481ff3;004825FC:FUN_004825fc;004883BF:FUN_004883bf;00493AA1:FUN_00493aa1;0049889A:FUN_0049889a;0049E2EF:FUN_0049e2ef;0049E50F:FUN_0049e50f;0049E77B:FUN_0049e77b;004A8F14:FUN_004a8f14;0052B97D:FUN_0052b97d;0052D060:FUN_0052d060;0052D2C8:FUN_0052d2c8	1	00401D03:FUN_00401d03	59	59	0	0
00407265	FUN_00407265	ok	00407265_FUN_00407265.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	10	FUN_004075E6;FUN_00407ADD;FUN_0040803A;FUN_0040BB80;FUN_0059EBB3;FUN_0059EBF2;FUN_0059EC05;FUN_0059EC42;FUN_0059EC55;FUN_0059EC9F	1	FUN_00401F85	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00407265(void)	00407265	00407280	28	false		10	004075E6:FUN_004075e6;00407ADD:FUN_00407add;0040803A:FUN_0040803a;0040BB80:FUN_0040bb80;0059EBB3:Unwind@0059ebb3;0059EBF2:Unwind@0059ebf2;0059EC05:Unwind@0059ec05;0059EC42:Unwind@0059ec42;0059EC55:Unwind@0059ec55;0059EC9F:Unwind@0059ec9f	1	00401F85:FUN_00401f85	10	10	0	0
00407281	FUN_00407281	ok	00407281_FUN_00407281.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	3	FUN_0040770C;FUN_00407C03;FUN_004081A9	1	FUN_0040268C	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00407281(void)	00407281	004072F1	113	false		3	0040770C:FUN_0040770c;00407C03:FUN_00407c03;004081A9:FUN_004081a9	1	0040268C:FUN_0040268c	4	3	1	0
004072F2	FUN_004072f2	ok	004072f2_FUN_004072f2.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_004662C5;FUN_004AC985	3	FUN_00401466;FUN_00405065;FUN_00407203	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004072f2(void)	004072F2	004075E5	756	false		2	004662C5:FUN_004662c5;004AC985:FUN_004ac985	4	00401466:FUN_00401466;00405065:FUN_00405065;00407203:FUN_00407203;0058F0CA:operator_new	4	4	0	0
004075E6	FUN_004075e6	ok	004075e6_FUN_004075e6.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040BBB0	1	FUN_00407265	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004075e6(void)	004075E6	0040770B	294	false		1	0040BBB0:FUN_0040bbb0	1	00407265:FUN_00407265	1	1	0	0
0040770C	FUN_0040770c	ok	0040770c_FUN_0040770c.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_00407281	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040770c(void)	0040770C	004077CD	194	false		0		1	00407281:FUN_00407281	1	0	1	0
004077CE	FUN_004077ce	ok	004077ce_FUN_004077ce.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_004883BF;FUN_00488879	8	FUN_00401466;FUN_00401D03;FUN_00402309;FUN_00405065;FUN_00407203;FUN_00421B0F;FUN_0058F078;FUN_0058F220	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004077ce(void)	004077CE	00407ADC	783	false		2	004883BF:FUN_004883bf;00488879:FUN_00488879	11	00401466:FUN_00401466;00401D03:FUN_00401d03;00402309:FUN_00402309;00405065:FUN_00405065;00407203:FUN_00407203;00421B0F:FUN_00421b0f;0058F020:_memset;0058F078:FUN_0058f078;0058F0CA:operator_new;0058F220:FUN_0058f220;0058F570:_strchr	2	2	0	0
00407ADD	FUN_00407add	ok	00407add_FUN_00407add.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040BBE0	1	FUN_00407265	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00407add(void)	00407ADD	00407C02	294	false		1	0040BBE0:FUN_0040bbe0	1	00407265:FUN_00407265	1	1	0	0
00407C03	FUN_00407c03	ok	00407c03_FUN_00407c03.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_00407281;FUN_00421B8F	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00407c03(void)	00407C03	00407D61	351	false		0		2	00407281:FUN_00407281;00421B8F:FUN_00421b8f	1	0	1	0
00407D62	FUN_00407d62	ok	00407d62_FUN_00407d62.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_00441823;FUN_004729D4	3	FUN_00401D03;FUN_00407203;FUN_0058F078	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00407d62(void)	00407D62	00408039	728	false		2	00441823:FUN_00441823;004729D4:FUN_004729d4	5	00401D03:FUN_00401d03;00407203:FUN_00407203;0058EF90:_strcmp;0058F078:FUN_0058f078;0058F0CA:operator_new	2	2	0	0
0040803A	FUN_0040803a	ok	0040803a_FUN_0040803a.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040BC10	1	FUN_00407265	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040803a(void)	0040803A	004081A8	367	false		1	0040BC10:FUN_0040bc10	1	00407265:FUN_00407265	1	1	0	0
004081A9	FUN_004081a9	ok	004081a9_FUN_004081a9.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_00407281	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004081a9(void)	004081A9	0040827D	213	false		0		1	00407281:FUN_00407281	1	0	1	0
0040827E	FUN_0040827e	ok	0040827e_FUN_0040827e.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_00401224	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040827e(void)	0040827E	0040833A	189	false		0		1	00401224:FUN_00401224	1	0	1	0
0040833B	FUN_0040833b	ok	0040833b_FUN_0040833b.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00441823	5	FUN_0040104C;FUN_00402F01;FUN_004085CD;FUN_0054AC09;FUN_0058F078	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040833b(void)	0040833B	0040856A	560	false		1	00441823:FUN_00441823	6	0040104C:FUN_0040104c;00402F01:FUN_00402f01;004085CD:FUN_004085cd;0054AC09:FUN_0054ac09;0058F078:FUN_0058f078;0058F0CA:operator_new	1	1	0	0
0040856B	FUN_0040856b	ok	0040856b_FUN_0040856b.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040BC40	1	FUN_00401152	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040856b(void)	0040856B	00408586	28	false		1	0040BC40:FUN_0040bc40	1	00401152:FUN_00401152	1	1	0	0
00408587	FUN_00408587	ok	00408587_FUN_00408587.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00408587(void)	00408587	004085CC	70	false		0		0		1	0	1	0
004085CD	FUN_004085cd	ok	004085cd_FUN_004085cd.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_0040833B;FUN_004729D4	2	FUN_00421B8F;FUN_0058F078	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004085cd(void)	004085CD	004087C3	503	false		2	0040833B:FUN_0040833b;004729D4:FUN_004729d4	2	00421B8F:FUN_00421b8f;0058F078:FUN_0058f078	2	2	0	0
004087C4	FUN_004087c4	ok	004087c4_FUN_004087c4.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_00494FA4;FUN_004974EC	5	FUN_00401466;FUN_0040586F;FUN_00408BED;FUN_0040BAD0;FUN_0054AC09	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004087c4(void)	004087C4	00408B8E	971	false		2	00494FA4:FUN_00494fa4;004974EC:FUN_004974ec	7	00401466:FUN_00401466;0040586F:FUN_0040586f;00408BED:FUN_00408bed;0040BAD0:FUN_0040bad0;0054AC09:FUN_0054ac09;0058F020:_memset;0058F0CA:operator_new	2	2	0	0
00408B8F	FUN_00408b8f	ok	00408b8f_FUN_00408b8f.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040BC70	2	FUN_0040151A;FUN_004091AB	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00408b8f(void)	00408B8F	00408BEC	94	false		1	0040BC70:FUN_0040bc70	2	0040151A:FUN_0040151a;004091AB:FUN_004091ab	1	1	0	0
00408BED	FUN_00408bed	ok	00408bed_FUN_00408bed.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_004087C4;FUN_00489470	2	FUN_004067E9;FUN_0054AC09	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00408bed(void)	00408BED	00408D32	326	false		2	004087C4:FUN_004087c4;00489470:FUN_00489470	3	004067E9:FUN_004067e9;0054AC09:FUN_0054ac09;0058F0CA:operator_new	2	2	0	0
00408D33	FUN_00408d33	ok	00408d33_FUN_00408d33.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	32	FUN_00409563;FUN_00410A91;FUN_0041EF0F;FUN_00435B13;FUN_00441823;FUN_00442DD0;FUN_00455D02;FUN_00456589;FUN_004595EC;FUN_004640E5;FUN_004662C5;FUN_004729D4;FUN_004735BA;FUN_0047461C;FUN_004776C3;FUN_0047FCD7;FUN_0048150A;FUN_00481DD6;FUN_00481FF3;FUN_004825FC;FUN_004883BF;FUN_00488879;FUN_00493AA1;FUN_0049889A;FUN_0049E2EF;FUN_0049E50F;FUN_0049E77B;FUN_004A8F14;FUN_004AC985;FUN_0052B97D;FUN_0052D060;FUN_0052D2C8	1	FUN_0040927A	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00408d33(void)	00408D33	00408F1E	492	false		32	00409563:FUN_00409563;00410A91:FUN_00410a91;0041EF0F:FUN_0041ef0f;00435B13:FUN_00435b13;00441823:FUN_00441823;00442DD0:FUN_00442dd0;00455D02:FUN_00455d02;00456589:FUN_00456589;004595EC:FUN_004595ec;004640E5:FUN_004640e5;004662C5:FUN_004662c5;004729D4:FUN_004729d4;004735BA:FUN_004735ba;0047461C:FUN_0047461c;004776C3:FUN_004776c3;0047FCD7:FUN_0047fcd7;0048150A:FUN_0048150a;00481DD6:FUN_00481dd6;00481FF3:FUN_00481ff3;004825FC:FUN_004825fc;004883BF:FUN_004883bf;00488879:FUN_00488879;00493AA1:FUN_00493aa1;0049889A:FUN_0049889a;0049E2EF:FUN_0049e2ef;0049E50F:FUN_0049e50f;0049E77B:FUN_0049e77b;004A8F14:FUN_004a8f14;004AC985:FUN_004ac985;0052B97D:FUN_0052b97d;0052D060:FUN_0052d060;0052D2C8:FUN_0052d2c8	1	0040927A:FUN_0040927a	61	61	0	0
00408F1F	FUN_00408f1f	ok	00408f1f_FUN_00408f1f.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00488B52	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00408f1f(void)	00408F1F	00409045	295	false		1	00488B52:FUN_00488b52	0		1	1	0	0
